time,open,high,low,close,MA,Smoothing Line,EMA,Smoothing Line,DEMA,Volume,Volume MA
1993-05-30T21:00:00Z,107.51,107.86,106.9,107.09,109.20444444444443,110.0548888888889,108.91990563555555,109.8184310471111,NaN,0,NaN
1993-05-31T21:00:00Z,107.09,107.51,106.56,107.01,108.81,109.65933333333332,108.53792450844445,109.39394483768888,106.97023521817285,0,NaN
1993-06-01T21:00:00Z,107.01,107.91000000000001,106.86,107.66000000000001,108.4877777777778,109.266,108.36233960675555,109.0083558701511,106.96772025318715,0,NaN
1993-06-02T21:00:00Z,107.66000000000001,108.06,107.11,107.56,108.18,108.87666666666667,108.20187168540444,108.6798846961209,106.95780186546882,0,NaN
1993-06-03T21:00:00Z,107.56,108.07000000000001,106.71000000000001,107.94000000000001,107.9,108.51644444444446,108.14949734832355,108.43430775689671,107.11234202271034,0,0
1993-06-06T21:00:00Z,107.94000000000001,108.06,107.04,107.19000000000001,107.64777777777778,108.20511111111111,107.95759787865885,108.24184620551736,106.97435404243652,0,0
1993-06-07T21:00:00Z,107.19000000000001,107.56,106.01,106.21000000000001,107.35888888888888,107.9148888888889,107.60807830292708,108.0558769644139,106.54186757336382,0,0
1993-06-08T21:00:00Z,106.21000000000001,106.91000000000001,106.14,106.66000000000001,107.20333333333333,107.65799999999999,107.41846264234167,107.86710157153111,106.41380153022271,0,0
1993-06-09T21:00:00Z,106.66000000000001,106.66000000000001,105.86,105.96000000000001,107.03111111111112,107.42822222222222,107.12677011387333,107.6520812572249,106.0896872014035,0,0
1993-06-10T21:00:00Z,105.96000000000001,107.31,105.83,106.13000000000001,106.92444444444445,107.23311111111111,106.92741609109866,107.40766500577993,105.93826654290307,0,0
1993-06-13T21:00:00Z,106.13000000000001,106.79,104.86,105.06,106.70777777777779,107.0451111111111,106.55393287287893,107.12693200462395,105.46382665974667,0,0
1993-06-14T21:00:00Z,105.06,106.06,104.86,105.96000000000001,106.5188888888889,106.87711111111112,106.43514629830315,106.89234560369917,105.46803206813672,0,0
1993-06-15T21:00:00Z,105.96000000000001,107.56,105.56,106.56,106.40777777777778,106.718,106.46011703864252,106.70067648295932,105.70640224678087,0,0
1993-06-16T21:00:00Z,106.56,107.56,106.46000000000001,107.36,106.34333333333333,106.58044444444445,106.64009363091402,106.60334118636747,106.1811030712419,0,0
1993-06-17T21:00:00Z,107.36,110.23,106.91000000000001,109.56,106.60666666666667,106.51688888888889,107.22407490473122,106.66267294909399,107.32406747604729,0,0
1993-06-20T21:00:00Z,109.56,111.96000000000001,109.31,110.58,107.09222222222223,106.59377777777779,107.89525992378498,106.9309383592752,108.51220199608083,0,0
1993-06-21T21:00:00Z,110.58,111.73,110.28,110.79,107.55111111111111,106.80022222222223,108.47420793902798,107.33875068742016,109.43092000905907,0,0
1993-06-22T21:00:00Z,110.79,111.29,108.81,108.81,107.86777777777777,107.09222222222222,108.54136635122238,107.75500054993613,109.36046273700278,0,0
1993-06-23T21:00:00Z,108.81,109.91000000000001,108.09,108.74000000000001,108.15777777777777,107.45511111111111,108.58109308097791,108.1432004399489,109.26815157340666,0,0
1993-06-24T21:00:00Z,108.74000000000001,109.11,105.84,105.84,108.24444444444444,107.78266666666669,108.03287446478232,108.30496035195912,108.14394636576885,0,0
1993-06-27T21:00:00Z,105.84,106.56,105.11,106.56,108.31111111111109,108.02644444444442,107.73829957182586,108.27356828156731,107.59149717824992,0,0
1993-06-28T21:00:00Z,106.56,108.01,105.91000000000001,106.39,108.29222222222221,108.17466666666667,107.46863965746068,108.07245462525384,107.1354698111078,0,0
1993-06-29T21:00:00Z,106.39,107.36,105.29,107.31,108.28666666666666,108.25844444444442,107.43691172596854,107.85156370020309,107.14499350369252,0,0
1993-06-30T21:00:00Z,107.31,108.46000000000001,106.31,107.64,108.07333333333332,108.24155555555554,107.47752938077484,107.63085096016246,107.27648892679906,0,0
1993-07-01T21:00:00Z,107.64,108.91000000000001,107.46000000000001,108.91000000000001,107.88777777777777,108.1702222222222,107.76402350461987,107.57708076812996,107.83238644051528,0,0
1993-07-04T21:00:00Z,108.91000000000001,109.31,108.51,108.95,107.68333333333332,108.04466666666664,108.00121880369589,107.62966461450397,108.24566539167303,0,0
1993-07-05T21:00:00Z,108.95,109.46000000000001,107.71000000000001,109,107.70444444444443,107.92711111111112,108.20097504295671,107.77613169160318,108.55633730474707,0,0
1993-07-06T21:00:00Z,109,109.06,106.84,107.66000000000001,107.58444444444443,107.78666666666666,108.09278003436538,107.90730535328255,108.29051383692459,0,0
1993-07-07T21:00:00Z,107.66000000000001,109.24000000000001,106.81,108.71000000000001,107.90333333333332,107.75266666666667,108.2162240274923,108.05504428262603,108.47316626404121,0,0
1993-07-08T21:00:00Z,108.71000000000001,110.41000000000001,107.82000000000001,110.41000000000001,108.3311111111111,107.84133333333332,108.65497922199384,108.23323542610083,109.2115371668342,0,0
1993-07-11T21:00:00Z,110.41000000000001,110.51,109.31,109.38000000000001,108.66333333333333,108.03733333333332,108.79998337759507,108.39298834088065,109.36123305794834,0,0
1993-07-12T21:00:00Z,109.38000000000001,109.45,107.99000000000001,107.99000000000001,108.73888888888888,108.24422222222222,108.63798670207606,108.48039067270452,108.95738910594348,0,0
1993-07-13T21:00:00Z,107.99000000000001,109.11,107.03,107.2,108.69,108.46533333333332,108.35038936166085,108.5319125381636,108.37583341242261,0,0
1993-07-14T21:00:00Z,107.2,108.55000000000001,106.99000000000001,108.07000000000001,108.59666666666665,108.604,108.29431148932868,108.54753003053088,108.26980443207235,0,0
1993-07-15T21:00:00Z,108.07000000000001,108.91000000000001,107.41000000000001,107.79,108.46777777777777,108.63133333333333,108.19344919146295,108.45522402442471,108.0931537073653,0,0
1993-07-18T21:00:00Z,107.79,108.74000000000001,107.54,108.48,108.41,108.58066666666666,108.25075935317035,108.34537921953977,108.21637109525817,0,0
1993-07-19T21:00:00Z,108.48,108.96000000000001,108.07000000000001,108.11,108.45999999999998,108.52488888888888,108.22260748253628,108.26230337563182,108.17257537969927,0,0
1993-07-20T21:00:00Z,108.11,108.79,107.98,108.2,108.40333333333332,108.46755555555555,108.21808598602902,108.23584270050546,108.17444310655361,0,0
1993-07-21T21:00:00Z,108.2,108.59,105.21000000000001,105.61,107.86999999999998,108.32222222222222,107.69646878882322,108.11627416040437,107.24426072747825,0,0
1993-07-22T21:00:00Z,105.61,107.51,105.47,106.73,107.57555555555554,108.14377777777777,107.50317503105857,107.97821932832349,106.98677357577087,0,0
1993-07-25T21:00:00Z,106.73,107.26,106.21000000000001,106.68,107.42999999999999,107.94777777777776,107.33854002484686,107.7957754626588,106.79371085564733,0,0
1993-07-26T21:00:00Z,106.68,107.71000000000001,106.06,106.31,107.3311111111111,107.72200000000001,107.1328320198775,107.57782037012703,106.53240228054239,0,0
1993-07-27T21:00:00Z,106.31,106.51,104.94000000000001,106.11,107.11333333333332,107.46400000000001,106.92826561590199,107.31985629610162,106.2842687012535,0,0
1993-07-28T21:00:00Z,106.11,106.86,105.51,106.29,106.94666666666666,107.27933333333333,106.8006124927216,107.14068503688131,106.18329246245848,0,0
1993-07-29T21:00:00Z,106.29,106.71000000000001,104.28,104.76,106.53333333333332,107.07088888888889,106.39248999417728,106.91854802950506,105.57213597113133,0,0
1993-08-01T21:00:00Z,104.76,105.36,104.16000000000001,104.35000000000001,106.11555555555555,106.80799999999999,105.98399199534182,106.64763842360404,105.0009103778367,0,0
1993-08-02T21:00:00Z,104.35000000000001,104.87,104.06,104.56,105.7111111111111,106.48400000000001,105.69919359627346,106.36091073888322,104.68488958301467,0,0
1993-08-03T21:00:00Z,104.56,105.36,104.41000000000001,104.91000000000001,105.63333333333331,106.18800000000002,105.54135487701878,106.0835285911066,104.603640691008,0,0
1993-08-04T21:00:00Z,104.91000000000001,105.36,103.91000000000001,104.41000000000001,105.37555555555554,105.87377777777779,105.31508390161503,105.78642287288525,104.3838957724834,0,0
1993-08-05T21:00:00Z,104.41000000000001,105.11,104.06,104.74000000000001,105.15999999999997,105.5991111111111,105.20006712129202,105.54793829830821,104.36310319372832,0,0
1993-08-08T21:00:00Z,104.74000000000001,105.14,104.46000000000001,104.94000000000001,105.00777777777775,105.37755555555555,105.14805369703362,105.38075063864657,104.43687181557593,0,0
1993-08-09T21:00:00Z,104.94000000000001,105.06,104.30000000000001,104.66000000000001,104.84666666666664,105.20466666666667,105.0504429576269,105.25100051091727,104.40340886093537,0,0
1993-08-10T21:00:00Z,104.66000000000001,104.76,103.52000000000001,103.68,104.55666666666663,104.98933333333332,104.77635436610151,105.09800040873381,104.03945621552799,0,0
1993-08-11T21:00:00Z,103.68,103.81,102.91000000000001,103.09,104.37111111111108,104.78844444444444,104.43908349288121,104.92280032698704,103.57974827384615,0,0
1993-08-12T21:00:00Z,103.09,103.14,101.78,101.78,104.08555555555552,104.57355555555554,103.90726679430497,104.66424026158964,102.79434526021593,0,0
1993-08-15T21:00:00Z,101.78,101.91000000000001,100.81,101.49000000000001,103.74444444444441,104.32088888888889,103.42381343544398,104.3193922092717,102.14671352108394,0,0
1993-08-16T21:00:00Z,101.49000000000001,102.54,100.36,101.07000000000001,103.31777777777774,104.01511111111108,102.95305074835518,103.89991376741736,101.55476066719612,0,0
1993-08-17T21:00:00Z,101.07000000000001,102.26,101.04,101.67,103.01333333333329,103.70644444444443,102.69644059868415,103.4839310139339,101.37252041402007,0,0
1993-08-18T21:00:00Z,101.67,106.86,101.11,105.53,103.10111111111107,103.45244444444442,103.26315247894732,103.24874481114712,102.6573858354266,0,0
1993-08-19T21:00:00Z,105.53,105.71000000000001,104.13000000000001,104.28,103.02777777777773,103.24088888888886,103.46652198315786,103.16059584891768,103.14460427170971,0,0
1993-08-22T21:00:00Z,104.28,104.4,103,103.14,102.85888888888884,103.06377777777774,103.40121758652629,103.15607667913415,103.09143990006251,0,0
1993-08-23T21:00:00Z,103.14,104.21000000000001,102.96000000000001,103.91000000000001,102.88444444444441,102.9771111111111,103.50297406922103,103.26606134330731,103.3365571062058,0,0
1993-08-24T21:00:00Z,103.91000000000001,105.47,103.61,104.96000000000001,103.09222222222219,102.99288888888887,103.79437925537682,103.48564907464586,103.89436983388929,0,0
1993-08-25T21:00:00Z,104.96000000000001,105.01,104.16000000000001,104.66000000000001,103.41222222222218,103.05511111111109,103.96750340430147,103.62651925971667,104.18599518625115,0,0
1993-08-26T21:00:00Z,104.66000000000001,104.96000000000001,103.53,103.74000000000001,103.66222222222218,103.18199999999999,103.92200272344118,103.71761540777334,104.0603956043127,0,0
1993-08-29T21:00:00Z,103.74000000000001,104.41000000000001,103.66000000000001,104.01,103.98888888888885,103.40799999999999,103.93960217875295,103.82529232621869,104.06439604769957,0,0
1993-08-30T21:00:00Z,104.01,104.91000000000001,103.9,104.76,104.33222222222219,103.69755555555552,104.10368174300235,103.94543386097493,104.33478048955918,0,0
1993-08-31T21:00:00Z,104.76,105.86,104.18,105.51,104.32999999999997,103.9451111111111,104.38494539440188,104.06354708877996,104.79483531276696,0,0
1993-09-01T21:00:00Z,105.51,106.09,105.01,105.82000000000001,104.50111111111107,104.16288888888887,104.67195631552151,104.20443767102397,105.22947698710928,0,0
1993-09-02T21:00:00Z,105.82000000000001,106.06,104.36,104.96000000000001,104.70333333333329,104.37111111111108,104.72956505241721,104.36595013681918,105.22166857920399,0,0
1993-09-05T21:00:00Z,104.96000000000001,105.11,104.11,104.56,104.77555555555551,104.5284444444444,104.69565204193377,104.51716010945533,105.06220445497644,0,0
1993-09-06T21:00:00Z,104.56,104.76,103.42,104.17,104.68777777777774,104.59955555555553,104.59052163354701,104.61452808756425,104.79965923727174,0,0
1993-09-07T21:00:00Z,104.17,105.77000000000001,104.11,105.72,104.80555555555551,104.69466666666662,104.81641730683761,104.7008224700514,105.16444392844987,0,0
1993-09-08T21:00:00Z,105.72,105.81,104.15,105.58,105.00999999999996,104.7964444444444,104.96913384547008,104.76025797604113,105.36972837366588,0,0
1993-09-09T21:00:00Z,105.58,106.91000000000001,105.36,106.31,105.26555555555552,104.90888888888885,105.23730707637607,104.8618063808329,105.77232128365749,0,0
1993-09-12T21:00:00Z,106.31,106.86,105.81,106.26,105.43222222222218,105.04022222222218,105.44184566110086,105.01104510466632,106.03348789470583,0,0
1993-09-13T21:00:00Z,106.26,106.33,105.41000000000001,105.88000000000001,105.4733333333333,105.19733333333329,105.52947652888069,105.19883608373307,106.07289500998854,0,0
1993-09-14T21:00:00Z,105.88000000000001,106.66000000000001,105.04,105.04,105.38666666666663,105.31355555555551,105.43158122310456,105.32186886698646,105.78799976336992,0,0
1993-09-15T21:00:00Z,105.04,105.36,103.91000000000001,104.26,105.30888888888886,105.37333333333329,105.19726497848364,105.36749509358917,105.29494681499921,0,0
1993-09-16T21:00:00Z,104.26,104.86,104.01,104.76,105.33111111111107,105.3864444444444,105.10981198278692,105.34199607487133,105.117995055442,0,0
1993-09-19T21:00:00Z,104.76,104.86,103.76,104.55000000000001,105.37333333333329,105.3746666666666,104.99784958622953,105.25319685989707,104.91482612710769,0,0
1993-09-20T21:00:00Z,104.55000000000001,107.57000000000001,104.31,106.62,105.4733333333333,105.3746666666666,105.32227966898363,105.21175748791765,105.51540496788942,0,0
1993-09-21T21:00:00Z,106.62,106.76,105.93,106.28,105.55111111111108,105.40755555555549,105.5138237351869,105.22820599033412,105.82155922727416,0,0
1993-09-22T21:00:00Z,106.28,106.60000000000001,105.71000000000001,105.82000000000001,105.49666666666663,105.44511111111106,105.57505898814952,105.30376479226729,105.87023558418943,0,0
1993-09-23T21:00:00Z,105.82000000000001,106.36,105.74000000000001,105.74000000000001,105.43888888888884,105.46666666666661,105.60804719051961,105.40341183381383,105.87057902924761,0,0
1993-09-26T21:00:00Z,105.74000000000001,106.28,105.68,106.21000000000001,105.47555555555552,105.48711111111103,105.72843775241569,105.54952946705107,106.03477567291495,0,0
1993-09-27T21:00:00Z,106.21000000000001,106.31,104.77000000000001,104.96000000000001,105.46666666666663,105.48577777777771,105.57475020193255,105.60002357364085,105.69687049794544,0,0
1993-09-28T21:00:00Z,104.96000000000001,105.56,104.86,105.26,105.57777777777773,105.49111111111104,105.51180016154603,105.59961885891269,105.55913636604714,0,0
1993-09-29T21:00:00Z,105.26,106.33,104.91000000000001,106.18,105.73555555555552,105.53888888888882,105.64544012923683,105.61369508713014,105.79022106699036,0,0
1993-09-30T21:00:00Z,106.18,106.99000000000001,105.86,106.46000000000001,105.94777777777773,105.64066666666659,105.80835210338947,105.6537560697041,106.0545064329144,0,0
1993-10-03T21:00:00Z,106.46000000000001,106.51,105.51,105.79,105.85555555555551,105.71666666666658,105.80468168271157,105.66900485576329,105.99866880978921,0,0
1993-10-04T21:00:00Z,105.79,105.94000000000001,105.16000000000001,105.94000000000001,105.81777777777774,105.78688888888883,105.83174534616926,105.72040388461065,106.00858597859751,0,0
1993-10-05T21:00:00Z,105.94000000000001,106.06,105.36,105.66000000000001,105.79999999999994,105.83133333333326,105.7973962769354,105.77752310768851,105.91138952749093,0,0
1993-10-06T21:00:00Z,105.66000000000001,105.71000000000001,104.83,105.02000000000001,105.71999999999994,105.82822222222214,105.64191702154832,105.77681848615082,105.60872821768308,0,0
1993-10-07T21:00:00Z,105.02000000000001,106.36,104.73,106.02000000000001,105.69888888888883,105.77844444444437,105.71753361723866,105.75865478892065,105.75147585069872,0,0
1993-10-10T21:00:00Z,106.02000000000001,106.58,105.89,106.18,105.83444444444439,105.77422222222215,105.81002689379093,105.75972383113654,105.91117530180081,0,0
1993-10-11T21:00:00Z,106.18,106.34,105.67,105.86,105.90111111111105,105.7908888888888,105.82002151503275,105.75737906490922,105.9089359384341,0,0
1993-10-12T21:00:00Z,105.86,106.26,105.52000000000001,105.89,105.86888888888883,105.80466666666659,105.8340172120262,105.76470325192739,105.91634530834203,0,0
1993-10-13T21:00:00Z,105.89,107.61,105.78,107.21000000000001,105.95222222222216,105.85111111111102,106.10921376962096,105.8581626015419,106.39523349274944,0,0
1993-10-14T21:00:00Z,107.21000000000001,107.46000000000001,106.86,106.99000000000001,106.08555555555549,105.92844444444435,106.28537101569677,105.97173008123352,106.65511259106019,0,0
1993-10-17T21:00:00Z,106.99000000000001,107.86,106.91000000000001,107.61,106.27111111111104,106.0157777777777,106.55029681255742,106.11978406498683,107.05803071033668,0,0
1993-10-18T21:00:00Z,107.61,107.61,106.87,107.10000000000001,106.43111111111105,106.1217777777777,106.66023745004594,106.28782725198946,107.15437707826017,0,0
1993-10-19T21:00:00Z,107.10000000000001,107.80000000000001,106.71000000000001,107.36,106.69111111111106,106.28622222222214,106.80018996003675,106.48106180159157,107.30746367060077,0,0
1993-10-20T21:00:00Z,107.36,108.51,107.08,108.26,106.93999999999993,106.48377777777769,107.0921519680294,106.67764944127325,107.73154054287474,0,0
1993-10-21T21:00:00Z,108.26,108.7,107.98,108.41000000000001,107.18777777777771,106.70422222222214,107.35572157442353,106.8917195530186,108.0780881194151,0,0
1993-10-24T21:00:00Z,108.41000000000001,108.81,108.21000000000001,108.68,107.50111111111106,106.95022222222215,107.62057725953882,107.1057756424149,108.4103550436243,0,0
1993-10-25T21:00:00Z,108.68,108.81,107.94000000000001,108.23,107.76111111111106,107.21622222222216,107.74246180763106,107.32222051393191,108.47179167337325,0,0
1993-10-26T21:00:00Z,108.23,109.06,108.09,108.81,107.93888888888883,107.4657777777777,107.95596944610485,107.55337641114552,108.71023944947763,0,0
1993-10-27T21:00:00Z,108.81,108.96000000000001,107.36,108.19000000000001,108.07222222222217,107.69222222222216,108.00277555688388,107.73550112891644,108.64363644820533,0,0
1993-10-28T21:00:00Z,108.19000000000001,108.66000000000001,108.01,108.61,108.18333333333328,107.89133333333325,108.1242204455071,107.88920090313313,108.73406506946286,0,0
1993-10-31T22:00:00Z,108.61,108.86,108.16000000000001,108.31,108.31777777777772,108.05466666666659,108.16137635640568,107.9973607225065,108.67897678428915,0,0
1993-11-01T22:00:00Z,108.31,108.41000000000001,107.51,107.89,108.37666666666661,108.17777777777769,108.10710108512454,108.07028857800522,108.4777612104064,0,0
1993-11-02T22:00:00Z,107.89,107.98,107.11,107.76,108.32111111111105,108.25422222222214,108.03768086809963,108.08663086240418,108.27867279470519,0,0
1993-11-03T22:00:00Z,107.76,108.44000000000001,107.51,108.26,108.30444444444439,108.30066666666657,108.08214469447971,108.10250468992334,108.31050929686822,0,0
1993-11-04T22:00:00Z,108.26,108.60000000000001,107.99000000000001,108.36,108.26888888888882,108.3177777777777,108.13771575558377,108.10520375193866,108.36486428637782,0,0
1993-11-07T22:00:00Z,108.36,108.51,107.77000000000001,107.79,108.21999999999994,108.29822222222215,108.06817260446702,108.08656300155094,108.19425690820887,0,0
1993-11-08T22:00:00Z,107.79,108.34,107.64,108.01,108.13111111111105,108.24911111111103,108.05653808357361,108.07645040124075,108.14809790985237,0,0
1993-11-09T22:00:00Z,108.01,108.12,106.84,107.21000000000001,108.02222222222217,108.18933333333325,107.8872304668589,108.0463603209926,107.82503223451012,0,0
1993-11-10T22:00:00Z,107.21000000000001,107.31,106.29,106.45,107.78222222222217,108.0848888888888,107.59978437348711,107.94988825679408,107.32006891291066,0,0
1993-11-11T22:00:00Z,106.45,106.66000000000001,105.61,106.11,107.53777777777772,107.93866666666659,107.30182749878969,107.78271060543527,106.83968963057059,0,0
1993-11-14T22:00:00Z,106.11,107.11,105.58,106.76,107.41222222222217,107.77711111111103,107.19346199903175,107.60776848434823,106.73705930465012,0,0
1993-11-15T22:00:00Z,106.76,107.06,106.30000000000001,106.91000000000001,107.31777777777774,107.61444444444435,107.1367695992254,107.42381478747859,106.72629352387501,0,0
1993-11-16T22:00:00Z,106.91000000000001,107.47,106.81,107.03,107.18111111111106,107.44622222222213,107.11541567938032,107.26945182998288,106.76995168322394,0,0
1993-11-17T22:00:00Z,107.03,107.46000000000001,106.57000000000001,107.31,107.0644444444444,107.30266666666657,107.15433254350425,107.18036146398632,106.9090948378783,0,0
1993-11-18T22:00:00Z,107.31,108.80000000000001,107.31,108.65,107.15999999999995,107.22711111111103,107.4534660348034,107.21068917118905,107.49658266334195,0,0
1993-11-21T22:00:00Z,108.65,108.69000000000001,108.13000000000001,108.46000000000001,107.20999999999997,107.18666666666658,107.65477282784272,107.30295133695124,107.85031156510502,0,0
1993-11-22T22:00:00Z,108.46000000000001,109.18,108.16000000000001,108.16000000000001,107.31555555555552,107.18622222222214,107.75581826227418,107.42676106956098,107.99308559962918,0,0
1993-11-23T22:00:00Z,108.16000000000001,108.4,107.89,108.26,107.51666666666662,107.25333333333326,107.85665460981934,107.5750088556488,108.12713755773949,0,0
1993-11-24T22:00:00Z,108.26,108.51,108.2,108.41000000000001,107.77222222222218,107.39488888888881,107.96732368785548,107.73760708451903,108.27224530862051,0,0
1993-11-25T22:00:00Z,108.41000000000001,108.99000000000001,108.34,108.86,108.00555555555552,107.56399999999992,108.14585895028439,107.87608566761523,108.53262445683954,0,0
1993-11-28T22:00:00Z,108.86,109.56,108.82000000000001,109.21000000000001,108.26111111111106,107.77422222222215,108.35868716022752,108.0168685340922,108.83836213342614,0,0
1993-11-29T22:00:00Z,109.21000000000001,109.31,108.79,109.16000000000001,108.49777777777774,108.0106666666666,108.51894972818202,108.16949482727378,109.03089976110452,0,0
1993-11-30T22:00:00Z,109.16000000000001,109.16000000000001,108.51,108.91000000000001,108.6755555555555,108.24244444444437,108.59715978254562,108.31759586181902,109.06928785237449,0,0
1993-12-01T22:00:00Z,108.91000000000001,108.93,108.38000000000001,108.86,108.69888888888885,108.42777777777769,108.6497278260365,108.45407668945522,109.0694847166923,0,0
1993-12-02T22:00:00Z,108.86,109.06,108.15,108.4,108.69222222222217,108.56511111111104,108.5997822608292,108.54486135156417,108.895631321188,0,0
1993-12-05T22:00:00Z,108.4,108.56,107.86,107.91000000000001,108.6644444444444,108.6457777777777,108.46182580866336,108.56548908125134,108.58813989521774,0,0
1993-12-06T22:00:00Z,107.91000000000001,108.06,107.41000000000001,107.66000000000001,108.59777777777772,108.6657777777777,108.30146064693069,108.52199126500109,108.27421978678805,0,0
1993-12-07T22:00:00Z,107.66000000000001,109.11,107.66000000000001,108.92,108.65444444444438,108.66155555555547,108.42516851754455,108.48759301200087,108.50234212592152,0,0
1993-12-08T22:00:00Z,108.92,109.09,108.60000000000001,108.66000000000001,108.63222222222217,108.64822222222213,108.47213481403564,108.45207440960071,108.57144673793009,0,0
1993-12-09T22:00:00Z,108.66000000000001,109.36,108.46000000000001,109.23,108.63444444444438,108.63666666666659,108.62370785122852,108.45685952768056,108.82441582009838,0,0
1993-12-12T22:00:00Z,109.23,109.26,108.89,108.91000000000001,108.60666666666661,108.62511111111102,108.68096628098282,108.50068762214445,108.88733939988215,0,0
1993-12-13T22:00:00Z,108.91000000000001,109.54,108.71000000000001,109.51,108.67333333333328,108.64022222222214,108.84677302478626,108.60975009771558,109.14451691494848,0,0
1993-12-14T22:00:00Z,109.51,109.93,109.26,109.86,108.78444444444439,108.66622222222213,109.04941841982901,108.73460007817246,109.44972984799298,0,0
1993-12-15T22:00:00Z,109.86,110.11,109.46000000000001,109.51,108.90777777777772,108.72133333333325,109.1415347358632,108.86848006253797,109.53547693122174,0,0
1993-12-16T22:00:00Z,109.51,110.26,109.36,110.16000000000001,109.15777777777771,108.82599999999991,109.34522778869056,109.01278405003038,109.82333598723928,0,0
1993-12-19T22:00:00Z,110.16000000000001,110.81,110.01,110.56,109.47999999999993,109.00066666666658,109.58818223095246,109.19422724002432,110.16503234360094,0,0
1993-12-20T22:00:00Z,110.56,111.26,110.51,111.21000000000001,109.73444444444438,109.21288888888878,109.91254578476196,109.40738179201946,110.63351671792836,0,0
1993-12-21T22:00:00Z,111.21000000000001,111.61,110.21000000000001,110.51,109.93999999999993,109.44399999999989,110.03203662780957,109.60390543361557,110.70440604878078,0,0
1993-12-22T22:00:00Z,110.51,111.04,110.16000000000001,110.68,110.10111111111104,109.68266666666655,110.16162930224766,109.80792434689246,110.8031989785751,0,0
1993-12-23T22:00:00Z,110.68,111.27000000000001,110.31,110.81,110.31222222222215,109.91355555555545,110.29130344179814,109.99713947751397,110.90829849450046,0,0
1993-12-26T22:00:00Z,110.81,111.66000000000001,110.81,111.61,110.5455555555555,110.12666666666655,110.55504275343851,110.19051158201118,111.25963024491267,0,0
1993-12-27T22:00:00Z,111.61,111.66000000000001,111.09,111.41000000000001,110.71777777777771,110.32333333333322,110.72603420275081,110.35320926560897,111.42649735537998,0,0
1993-12-28T22:00:00Z,111.41000000000001,111.91000000000001,111.41000000000001,111.76,110.96777777777771,110.52888888888879,110.93282736220065,110.53336741248718,111.65863241186386,0,0
1993-12-29T22:00:00Z,111.76,112.2,111.64,111.86,111.1566666666666,110.7399999999999,111.11826188976052,110.72469392998975,111.84725355153897,0,0
1993-12-30T22:00:00Z,111.86,112.11,111.51,111.81,111.2955555555555,110.93666666666658,111.25660951180842,110.9177551439918,111.9504809388695,0,0
1994-01-02T22:00:00Z,111.81,112.86,111.64,112.86,111.47888888888883,111.12333333333325,111.57728760944674,111.12220411519345,112.38892722920626,0,0
1994-01-03T22:00:00Z,112.86,113.49000000000001,112.31,112.53,111.70333333333328,111.32044444444436,111.7678300875574,111.33056329215476,112.56957576585354,0,0
1994-01-04T22:00:00Z,112.53,113.61,112.21000000000001,113.16000000000001,111.97888888888883,111.52266666666658,112.04626407004592,111.55325063372382,112.91040779867366,0,0
1994-01-05T22:00:00Z,113.16000000000001,113.46000000000001,112.36,112.66000000000001,112.18444444444438,111.72822222222214,112.16901125603674,111.76340050697907,112.95852398773158,0,0
