time,open,high,low,close,MA,Smoothing Line,EMA,Smoothing Line,DEMA,Volume,Volume MA
1993-05-09T21:00:00Z,1.75272,1.77199,1.75272,1.7630700000000001,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-10T21:00:00Z,1.7630700000000001,1.7736800000000001,1.7590400000000002,1.7590400000000002,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-11T21:00:00Z,1.7590400000000002,1.7698800000000001,1.7438,1.7438,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-12T21:00:00Z,1.7438,1.7554100000000001,1.73909,1.7554100000000001,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-13T21:00:00Z,1.7554100000000001,1.7636800000000001,1.74637,1.74637,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-16T21:00:00Z,1.74637,1.75286,1.74041,1.74041,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-17T21:00:00Z,1.74041,1.7738,1.74041,1.76738,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-18T21:00:00Z,1.76738,1.7837100000000001,1.76738,1.7837100000000001,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-19T21:00:00Z,1.7837100000000001,1.78501,1.76048,1.76048,1.7577411111111112,NaN,1.7577411111111112,NaN,NaN,0,NaN
1993-05-20T21:00:00Z,1.76048,1.7676100000000001,1.74957,1.74957,1.7562411111111111,NaN,1.7561068888888889,NaN,NaN,0,NaN
1993-05-23T21:00:00Z,1.74957,1.76738,1.74957,1.7588300000000001,1.7562177777777779,NaN,1.7566515111111112,NaN,NaN,0,NaN
1993-05-24T21:00:00Z,1.7588300000000001,1.7588300000000001,1.73603,1.73603,1.7553544444444444,NaN,1.752527208888889,NaN,NaN,0,NaN
1993-05-25T21:00:00Z,1.73603,1.7517500000000001,1.73603,1.7517500000000001,1.7549477777777778,1.7561004444444446,1.7523717671111112,1.7550796974222223,NaN,0,NaN
1993-05-26T21:00:00Z,1.7517500000000001,1.7948300000000001,1.7517500000000001,1.7948300000000001,1.7603322222222222,1.7566186666666668,1.760863413688889,1.7557041579377777,NaN,0,NaN
1993-05-27T21:00:00Z,1.7948300000000001,1.837,1.7948300000000001,1.837,1.7710644444444443,1.759583333333333,1.7760907309511111,1.7597009263502223,NaN,0,NaN
1993-05-31T21:00:00Z,1.837,1.8485,1.82646,1.82646,1.7776288888888887,1.7638655555555556,1.786164584760889,1.7656035410801778,NaN,0,NaN
1993-06-01T21:00:00Z,1.82646,1.8340400000000001,1.82646,1.8297400000000001,1.7827433333333333,1.769343333333333,1.794879667808711,1.7740740328641422,1.8238263484706765,0,NaN
1993-06-02T21:00:00Z,1.8297400000000001,1.83056,1.79113,1.79113,1.786148888888889,1.7755835555555552,1.7941297342469689,1.7824256262913138,1.8166871319271474,0,NaN
1993-06-03T21:00:00Z,1.79113,1.81623,1.79113,1.81623,1.7935555555555556,1.782228222222222,1.798549787397575,1.7899629010330513,1.8201317480622028,0,NaN
1993-06-06T21:00:00Z,1.81623,1.8238100000000002,1.81623,1.8209600000000001,1.8004588888888888,1.788107111111111,1.80303182991806,1.795351120826441,1.8238830324661504,0,0
1993-06-07T21:00:00Z,1.8209600000000001,1.83077,1.8107,1.8107,1.8087555555555557,1.7943324444444446,1.8045654639344482,1.799031296661153,1.8224733331860308,0,0
1993-06-08T21:00:00Z,1.8107,1.8144900000000002,1.79836,1.80207,1.8143466666666666,1.8006531111111113,1.8040663711475586,1.8008686373289222,1.817993392319313,0,0
1993-06-09T21:00:00Z,1.80207,1.8162800000000001,1.8010000000000002,1.8162800000000001,1.8167299999999997,1.8067693333333334,1.8065090969180468,1.803344509863138,1.8196048944718408,0,0
