time,open,high,low,close,SMA #1,SMA #2,SMA #3,SMA #4,SMA #5,SMA #6,SMA #7,SMA #8,SMA #9,SMA #10,EMA,Smoothing Line,MA,Smoothing Line,EMA 21,EMA 25,EMA 30,EMA 35,EMA 40,EMA 45,EMA 50,EMA 55,EMA 200,LONG,SHORT,DEMA,Volume,Volume MA
1993-05-10T04:00:00+07:00,1.2683,1.2711,1.2661,1.2711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-11T04:00:00+07:00,1.2711,1.2754,1.2709,1.2751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-12T04:00:00+07:00,1.2751,1.2781,1.2731,1.2736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-13T04:00:00+07:00,1.2736,1.2742,1.2706,1.2734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-14T04:00:00+07:00,1.2734,1.2747,1.2701,1.2731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-17T04:00:00+07:00,1.2731,1.2771,1.2731,1.2756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-18T04:00:00+07:00,1.2756,1.2777,1.2669,1.2671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-19T04:00:00+07:00,1.2671,1.2697,1.2628,1.2641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-20T04:00:00+07:00,1.2641,1.2694,1.2636,1.2694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2713888888888887,NaN,1.2713888888888887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-21T04:00:00+07:00,1.2694,1.2694,1.2636,1.2648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.270071111111111,NaN,1.2706888888888888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-24T04:00:00+07:00,1.2648,1.2659,1.2604,1.2606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2681768888888887,NaN,1.2690777777777777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-25T04:00:00+07:00,1.2606,1.2626,1.2589,1.2616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.266861511111111,NaN,1.2677444444444446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-26T04:00:00+07:00,1.2616,1.2643,1.2589,1.2616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2658092088888888,1.2684615217777775,1.2664333333333333,1.2690666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-27T04:00:00+07:00,1.2616,1.2661,1.2589,1.2651999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.265687367111111,1.2673212174222221,1.2655555555555553,1.2678999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-28T04:00:00+07:00,1.2651999999999999,1.2724,1.2646,1.2701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.266569893688889,1.2666209739377776,1.2649444444444444,1.2667511111111112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-05-31T04:00:00+07:00,1.2701,1.2731999999999999,1.2701,1.2707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2673959149511111,1.2664647791502222,1.2653444444444444,1.2660044444444443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1993-06-01T04:00:00+07:00,1.2707,1.2736,1.27,1.2714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.268196731960889,1.2667318233201779,1.2661555555555555,1.2656866666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.268598184299457,0,NaN
1993-06-02T04:00:00+07:00,1.2714,1.2724,1.269,1.2724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2690373855687112,1.2673774586561422,1.2664888888888888,1.2656977777777776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2700310703258233,0,NaN
1993-06-03T04:00:00+07:00,1.2724,1.2776,1.2723,1.2766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.270549908454969,1.2683499669249139,1.2677999999999998,1.2661466666666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2725548745696649,0,NaN
1993-06-04T04:00:00+07:00,1.2766,1.2801,1.2758,1.2786,1.269805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2721599267639752,1.2694679735399312,1.2697999999999998,1.2671177777777776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2750519143029369,0,0
1993-06-07T04:00:00+07:00,1.2786,1.2832,1.2756,1.2826,1.2703799999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.27424794141118,1.270838378831945,1.2721333333333331,1.2684755555555554,1.2704142857142857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2782319431601132,0,0
1993-06-08T04:00:00+07:00,1.2826,1.2857,1.2801,1.2811,1.27068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.275618353128944,1.2723227030655562,1.2742999999999998,1.2701044444444443,1.2713857142857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2799018839023018,0,0
1993-06-09T04:00:00+07:00,1.2811,1.2851,1.2783,1.2784,1.2709199999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2761746825031552,1.273750162452445,1.2757666666666667,1.27196,1.2720233766233766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2800465706212105,0,0
1993-06-10T04:00:00+07:00,1.2784,1.2816,1.2771,1.2814,1.27132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2772197460025243,1.275084129961956,1.2770222222222223,1.2738044444444445,1.2728757969303424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2811533072964638,0,0
1993-06-11T04:00:00+07:00,1.2814,1.2834,1.2783,1.2801,1.2716699999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2777957968020195,1.2762113039695648,1.2780666666666667,1.275457777777778,1.2735325426639477,1.2719880000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2814034864767672,0,0
1993-06-14T04:00:00+07:00,1.2801,1.2846,1.2796,1.2809,1.271935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2784166374416155,1.277045043175652,1.2791222222222223,1.2768555555555559,1.2742023115126797,1.2726735384615386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2817994616930903,0,0
1993-06-15T04:00:00+07:00,1.2809,1.2821,1.2781,1.2799,1.272575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2787133099532924,1.2776640345405217,1.2799555555555555,1.2779866666666668,1.2747202831933453,1.2732294201183434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2816569073638138,0,0
1993-06-16T04:00:00+07:00,1.2799,1.2812999999999999,1.2776,1.2786,1.2732999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2786906479626339,1.2781672276324172,1.2801777777777776,1.2788688888888893,1.275072984721223,1.2736425416477015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2810273962985241,0,0
1993-06-17T04:00:00+07:00,1.2786,1.2792999999999999,1.2741,1.2768,1.2736699999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2783125183701072,1.278385782105934,1.2799777777777777,1.2794600000000003,1.2752299861102028,1.2738854230594168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.279879413364798,0,0
1993-06-18T04:00:00+07:00,1.2768,1.278,1.2723,1.2723,1.2740449999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2771100146960856,1.2782486256847474,1.2788333333333333,1.2796133333333335,1.274963623736548,1.2737634674394616,1.27294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.277401527752621,0,0
1993-06-21T04:00:00+07:00,1.2723,1.2751,1.2721,1.2731,1.27467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2763080117568686,1.2778269005477978,1.2779444444444443,1.279377777777778,1.2747942033968618,1.2737124314825798,1.272950322580645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.275899619850723,0,0
1993-06-22T04:00:00+07:00,1.2731,1.2787,1.2731,1.2779,1.275485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2766264094054949,1.2774095204382383,1.2778888888888886,1.2789644444444446,1.2750765485426017,1.274034552137766,1.2732696566077002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2765544139994796,0,0
1993-06-23T04:00:00+07:00,1.2779,1.2808,1.2751,1.2805,1.27643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.277401127524396,1.2771516163505907,1.2777888888888886,1.2784866666666665,1.2755695895841834,1.2745318942810149,1.2737361303749453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2779633056947046,0,0
1993-06-24T04:00:00+07:00,1.2805,1.2839,1.2785,1.2821,1.277275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2783409020195167,1.2771572930804727,1.2780111111111108,1.2780933333333333,1.2761632632583486,1.2751140562593983,1.2742757348668843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2795424641518602,0,0
1993-06-25T04:00:00+07:00,1.2821,1.2844,1.2814,1.2821,1.2778749999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2790927216156134,1.2775538344643782,1.2781444444444443,1.2779555555555555,1.2767029665984988,1.275651436547137,1.274780526165795,1.2738257142857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2806554269983657,0,0
1993-06-28T04:00:00+07:00,1.2821,1.2856,1.2806,1.2819,1.2784349999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2796541772924908,1.2782230675715025,1.2783666666666664,1.2780399999999998,1.2771754241804534,1.2761320952742803,1.2752398470583244,1.2742742857142857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2813535061401944,0,0
1993-06-29T04:00:00+07:00,1.2819,1.2834,1.2791,1.2819,1.2789599999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2801033418339927,1.278918454057202,1.278733333333333,1.2782088888888887,1.2776049310731394,1.2765757802531819,1.275669534344884,1.2746979365079365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.281822136545357,0,0
1993-06-30T04:00:00+07:00,1.2819,1.2831,1.2792999999999999,1.2821,1.279445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.280502673467194,1.2795387632457618,1.279322222222222,1.2785155555555554,1.278013573702854,1.2770007202337064,1.276084403096827,1.2751091622574955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2821971745428467,0,0
1993-07-01T04:00:00+07:00,1.2821,1.2896,1.28,1.2878,1.2800049999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2819621387737552,1.2802630105966095,1.2810444444444442,1.279122222222222,1.2789032488207763,1.2778314340618828,1.276840248058322,1.2758142087987459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2844853118795263,0,0
1993-07-02T04:00:00+07:00,1.2878,1.2893,1.2849,1.2871,1.28043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282989711019004,1.2810424084772876,1.2825999999999997,1.2800133333333332,1.2796484080188875,1.2785444006725073,1.2775021675384304,1.2764411971988154,1.2751175,NaN,NaN,NaN,NaN,NaN,NaN,1.28583030729982,0,0
1993-07-05T04:00:00+07:00,1.2871,1.2876,1.2843,1.2845,1.280525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2832917688152032,1.28176992678183,1.2833333333333332,1.2810066666666668,1.2800894618353522,1.279002523697699,1.2779536406004672,1.276888908465548,1.2755751829268291,NaN,NaN,NaN,NaN,NaN,NaN,1.2858058920768154,0,0
1993-07-06T04:00:00+07:00,1.2845,1.2877,1.2816,1.2841,1.280675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2834534150521626,1.2824399414254641,1.2837333333333332,1.2820066666666667,1.2804540562139566,1.2793946372594145,1.2783501799165662,1.2772895246619065,1.2759910276621058,NaN,NaN,NaN,NaN,NaN,NaN,1.2855940306510198,0,0
1993-07-07T04:00:00+07:00,1.2841,1.2856,1.2816,1.2844,1.2809750000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28364273204173,1.2830679531403713,1.2839888888888888,1.2829400000000002,1.2808127783763241,1.2797796651625364,1.2787404908896909,1.2776845510695782,1.276401221434686,NaN,NaN,NaN,NaN,NaN,NaN,1.2855066781124698,0,0
1993-07-08T04:00:00+07:00,1.2844,1.2857,1.2791,1.2801,1.28091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282934185633384,1.283262362512297,1.2837666666666665,1.2834844444444446,1.280747980342113,1.2798043063038798,1.2788282011548722,1.277818742676824,1.2765816496573843,NaN,NaN,NaN,NaN,NaN,NaN,1.283858505363299,0,0
1993-07-09T04:00:00+07:00,1.2801,1.2821,1.2761,1.2781,1.28081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2819673485067071,1.2830578900098375,1.2833444444444444,1.2836333333333336,1.2805072548564662,1.279673205818966,1.278781220435203,1.277834368083667,1.2766557155277558,1.275908888888889,NaN,NaN,NaN,NaN,NaN,1.2819333345892976,0,0
1993-07-12T04:00:00+07:00,1.2781,1.2794,1.2756,1.2777,1.28065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2811138788053658,1.2826223120078701,1.2828777777777776,1.2835422222222226,1.2802520498695147,1.2795214207559686,1.278711464278093,1.27782690319013,1.276706656233719,1.2759867632850241,NaN,NaN,NaN,NaN,NaN,1.280403891910365,0,0
1993-07-13T04:00:00+07:00,1.2777,1.2812999999999999,1.276,1.2806,1.2806849999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2810111030442926,1.282133849606296,1.282711111111111,1.2833377777777781,1.2802836816995589,1.279604388390125,1.2788333052924097,1.2779809641240116,1.2768965754418302,1.276187338794371,NaN,NaN,NaN,NaN,NaN,1.2803608929194334,0,0
1993-07-14T04:00:00+07:00,1.2806,1.2843,1.2791,1.2829,1.2808999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.281388882435434,1.281683079685037,1.2821666666666665,1.2829733333333335,1.2805215288177807,1.2798578969755,1.2790956726928995,1.2782542438948998,1.2771894254202776,1.2764791936293982,NaN,NaN,NaN,NaN,NaN,1.28117093784846,0,0
1993-07-15T04:00:00+07:00,1.2829,1.2831,1.2806,1.2808,1.2810999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2812711059483473,1.2813504637480295,1.2814666666666663,1.2825133333333336,1.2805468443798007,1.279930366438923,1.2792056292933576,1.2783956747896277,1.2773655510095323,1.2766670547759462,NaN,NaN,NaN,NaN,NaN,1.2810025290890985,0,0
1993-07-16T04:00:00+07:00,1.2808,1.2846,1.2769,1.2769,1.2813299999999996,1.2762959999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2803968847586777,1.2810363709984238,1.280622222222222,1.2819688888888892,1.280215313072546,1.2796972613282367,1.2790568790163668,1.2783125817457595,1.2773428412041892,1.2766771828291659,1.2762959999999999,NaN,NaN,NaN,NaN,1.2794826463195432,0,0
1993-07-19T04:00:00+07:00,1.2769,1.2798,1.2769,1.2784,1.2815949999999998,1.276442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.279997507806942,1.280813096798739,1.2799888888888886,1.2813911111111114,1.2800502846114055,1.2795974719952954,1.2790144997249884,1.2783174383154394,1.277394409925936,1.2767520879235499,1.2763785098039215,NaN,NaN,NaN,NaN,1.278946615494246,0,0
1993-07-20T04:00:00+07:00,1.2784,1.2812999999999999,1.2761,1.2775,1.2815749999999997,1.27649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2794980062455537,1.280510477438991,1.2792222222222223,1.2806933333333337,1.279818440555823,1.2794361279956572,1.2789167900653118,1.2782720250756927,1.2773995606612563,1.2767846058399173,1.276422489811611,NaN,NaN,NaN,NaN,1.278257691146286,0,0
1993-07-21T04:00:00+07:00,1.2775,1.2786,1.2731,1.2761,1.2813549999999996,1.27654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2788184049964428,1.2799963819511928,1.2787777777777776,1.280015555555556,1.2794804005052938,1.279179502765222,1.2787350616740014,1.278151357015932,1.2773361674582682,1.2767548403686164,1.276409843152332,NaN,NaN,NaN,NaN,1.27728247191774,0,0
1993-07-22T04:00:00+07:00,1.2761,1.2816,1.2751,1.2806,1.2812799999999995,1.2766840000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2791747239971543,1.2795771055609542,1.2790555555555556,1.2795333333333339,1.2795821822775397,1.2792887717832817,1.2788553802756788,1.278287392737269,1.2774953788017673,1.2769220212221548,1.2765741630287113,NaN,NaN,NaN,NaN,1.2782310327347612,0,0
1993-07-23T04:00:00+07:00,1.2806,1.2817,1.279,1.2801,1.2811799999999995,1.276824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2793597791977234,1.2793696844487634,1.2793222222222222,1.279273333333334,1.2796292566159453,1.2793511739537986,1.2789356783224093,1.278388093140754,1.277622433494364,1.277060194212496,1.2767124311452325,1.2765,NaN,0,0,1.2787528703482642,0,0
1993-07-26T04:00:00+07:00,1.2801,1.2811,1.2796,1.2804,1.2811049999999997,1.2769199999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2795678233581786,1.2792837475590106,1.2793,1.2791355555555561,1.279699324196314,1.2794318528804294,1.2790301506887054,1.2784998657440456,1.2777579245434194,1.2772054031597788,1.2768570416885567,1.2766392857142856,NaN,0,0,1.2792487316069756,0,0
1993-07-27T04:00:00+07:00,1.2804,1.2843,1.2801,1.283,1.2811599999999994,1.2772379999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2802542586865429,1.2794349980472084,1.279311111111111,1.279153333333334,1.2799993856330127,1.279706325735781,1.2792862699991114,1.2787498732027098,1.2780136355413014,1.277457342152832,1.2770979420144957,1.2768664540816326,NaN,0,0,1.2805481335482718,0,0
1993-07-28T04:00:00+07:00,1.283,1.2859,1.2821,1.2859,1.2813499999999995,1.277674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2813834069492342,1.2799479984377666,1.279877777777778,1.2793733333333344,1.2805358051209206,1.280182762217644,1.2797129622572332,1.279147102469226,1.2783983362466038,1.2778244142331436,1.2774431207590253,1.2771890807215742,NaN,0,0,1.2825218254487705,0,0
1993-07-29T04:00:00+07:00,1.2859,1.2884,1.2851,1.2863,1.2812749999999997,1.278012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2823667255593874,1.2805863987502133,1.2809222222222223,1.2797466666666675,1.2810598228372005,1.280653318970133,1.280137932434186,1.2795444856653801,1.2787837832589646,1.2781929179621374,1.2777904493567107,1.2775144706958037,NaN,0,0,1.2840641152471388,0,0
1993-07-30T04:00:00+07:00,1.2863,1.2872,1.283,1.2852999999999999,1.2811849999999998,1.278422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28295338044751,1.2813051190001707,1.2816888888888889,1.2802200000000008,1.2814452934883642,1.2810107559724304,1.2804709690513352,1.2798642364617479,1.2791016474902346,1.278501921529001,1.2780849415388005,1.2777925253138107,NaN,0,0,1.2847806161082092,0,0
1993-08-02T04:00:00+07:00,1.2852999999999999,1.2922,1.2831,1.2891,1.2814149999999997,1.278992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2841827043580079,1.2822280952001366,1.282977777777778,1.2809555555555563,1.2821411758985128,1.2816330055130127,1.2810276807254426,1.2803773344360951,1.2795893720029061,1.2789627075494792,1.2785169046157103,1.2781963636954603,NaN,0,0,1.2866279520149655,0,0
1993-08-03T04:00:00+07:00,1.2891,1.2916,1.2883,1.2893,1.281675,1.279546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2852061634864063,1.2832184761601093,1.2844444444444445,1.281982222222223,1.2827919780895571,1.282222774319704,1.281561378743156,1.2808730380785343,1.280063061173496,1.2794121550473279,1.2789397711013688,1.2785929221349082,NaN,0,0,1.2879811289146912,0,0
