time,open,high,low,close,MA,Smoothing Line,MA,Smoothing Line,EMA,Smoothing Line,SMA #1,SMA #2,SMA #3,SMA #4,SMA #5,SMA #6,SMA #7,SMA #8,SMA #9,SMA #10,EMA 21,EMA 25,EMA 30,EMA 35,EMA 40,EMA 45,EMA 50,EMA 55,EMA 200,LONG,SHORT,DEMA,Volume,Volume MA
2012-10-11T04:00:00+07:00,1.28721,1.29518,1.28252,1.29268,1.293487777777778,1.2929228888888846,1.293487777777778,1.2929228888888846,1.2926688112089877,1.2939867283985038,1.2958615000000013,1.2693858000000027,1.2552676999999999,1.2729570666666696,1.2822181500000003,1.292625080000003,1.3080598666666658,1.340017750000002,1.3430705600000028,1.339181399999999,1.2894129104825853,1.2873801524610935,1.2847321038646362,1.2821959939031975,1.2799044235993475,1.277913368479981,1.2762347135483338,1.2748568067883332,1.2861875016614706,0,0,1.2924820186686685,85441,96027.55
2012-10-12T04:00:00+07:00,1.29268,1.2991700000000002,1.29223,1.29538,1.2942266666666669,1.2933153333333292,1.2942266666666669,1.2933153333333292,1.2932110489671902,1.2936061827188032,1.2949820000000012,1.2705238000000028,1.2557065,1.2728120666666696,1.2823377,1.2921441200000028,1.3075798333333326,1.3396992750000019,1.3429228600000027,1.3392750499999992,1.2899553731659867,1.2879955253487017,1.2854190649056274,1.282928438686353,1.2806593297652331,1.278672787241721,1.276985509095458,1.2755897779744643,1.28627896930663,0,0,1.2934954051414969,78042,93673.75
2012-10-15T04:00:00+07:00,1.29538,1.2978800000000001,1.28906,1.2949000000000002,1.2945444444444447,1.2936211111111071,1.2945444444444447,1.2936211111111071,1.2935488391737522,1.2932249461750427,1.2941480000000012,1.2716232000000027,1.2561147999999998,1.2726199333333363,1.28242945,1.291780800000003,1.3071101666666658,1.339381500000002,1.3427953400000026,1.3393870833333326,1.2904048846963516,1.2885266387834169,1.2860307381375224,1.2835935254260002,1.2813539966059535,1.2793783182312113,1.2776880381505382,1.2762794287610906,1.286364750706564,0,0,1.2940465562784471,73956,92492.1
2012-10-16T04:00:00+07:00,1.2949000000000002,1.30609,1.29423,1.30529,1.2961833333333337,1.294229111111107,1.2961833333333337,1.294229111111107,1.2958970713390017,1.2935983569400347,1.2941780000000012,1.2729320000000028,1.2566654,1.2725064666666694,1.2825673,1.2915212000000031,1.3066474333333324,1.3390892000000019,1.3427082600000027,1.3395313999999992,1.2917580769966832,1.2898161281077694,1.287273271160908,1.2847988851245558,1.2825216065276144,1.2805049130907238,1.2787704680269878,1.2773155205910516,1.2865530616448073,0,0,1.2981738307549573,83133,91497.8
2012-10-17T04:00:00+07:00,1.30529,1.31395,1.30516,1.3118800000000002,1.2973111111111113,1.2951506666666628,1.2973111111111113,1.2951506666666628,1.2990936570712013,1.294883885552028,1.2945295000000012,1.2744406000000028,1.2574178999999999,1.2724421333333364,1.2827735999999998,1.2912700000000032,1.306215699999999,1.3387860250000017,1.3426262800000026,1.339678466666666,1.2935873427242575,1.2915133490225563,1.2888608020537526,1.286303391506525,1.283953723282365,1.2818690473041705,1.2800688810455374,1.2785499662842283,1.286805070981675,0,0,1.3034723331897256,89806,90899.7
2012-10-18T04:00:00+07:00,1.3118800000000002,1.31287,1.30559,1.30664,1.2976811111111113,1.2959893333333294,1.2976811111111113,1.2959893333333294,1.3006029256569611,1.2964707084416225,1.2950235000000012,1.275966600000003,1.2581189,1.2723531333333364,1.28289985,1.290967400000003,1.305778599999999,1.338475725000002,1.3425111200000026,1.3397684999999993,1.294773947931143,1.2926769375592828,1.290007847082543,1.2874332030894957,1.2850603709271278,1.2829460452474675,1.2811108857104183,1.2795531817740773,1.2870024334594692,0,0,1.3053132814203885,82761,89508.35
2012-10-19T04:00:00+07:00,1.30664,1.30769,1.30131,1.3021800000000001,1.298276666666667,1.2967993333333294,1.298276666666667,1.2967993333333294,1.3009183405255689,1.2980121667532984,1.2952350000000012,1.277436000000003,1.2587088999999998,1.2721897333333365,1.2830730999999997,1.2906669200000032,1.3052870666666656,1.338109925000002,1.3423783600000028,1.3398471999999992,1.2954472253919482,1.293407942362415,1.2907931472707659,1.2882524695845237,1.285895474784341,1.2837823041497516,1.2819371254864804,1.280361282425003,1.2871534540220615,0,0,1.3049389570311969,77341,87511.95
2012-10-22T04:00:00+07:00,1.3021800000000001,1.30834,1.30152,1.30585,1.3002233333333335,1.2979351111111073,1.3002233333333335,1.2979351111111073,1.301904672420455,1.299683333402639,1.2958770000000013,1.2788926000000027,1.2592682,1.2719911333333365,1.2832695499999998,1.290380800000003,1.3048031666666657,1.3377657250000015,1.3422643000000027,1.339934066666666,1.2963929321744985,1.2943650237191522,1.2917645571242649,1.2892301101631611,1.2868688662582755,1.284741769186719,1.2828748852713243,1.2812715937669672,1.287339489305424,0,0,1.3059102311408664,70685,87138.3
2012-10-23T04:00:00+07:00,1.30585,1.30753,1.29519,1.29853,1.3014811111111113,1.2989946666666627,1.3014811111111113,1.2989946666666627,1.301229737936364,1.3007498667221113,1.2963005000000012,1.280224800000003,1.2598011999999998,1.2717731333333362,1.2833946499999995,1.290041840000003,1.3043179999999992,1.3373928250000018,1.3421878200000026,1.3399939999999992,1.296587211067726,1.2946854065099866,1.292201037309796,1.2897467707096522,1.2874377020505547,1.2853412574829486,1.2834888113391154,1.281887965418147,1.287450837670544,0,0,1.30389423732542,80314,86132.15
2012-10-24T04:00:00+07:00,1.29853,1.29966,1.29202,1.2973400000000002,1.301998888888889,1.2999322222222183,1.301998888888889,1.2999322222222183,1.3004517903490913,1.3010214933776894,1.2968085000000011,1.2815946000000027,1.2601934,1.2715445333333362,1.2834496999999996,1.2898144000000031,1.3038526666666657,1.3370254750000015,1.3421156200000028,1.3400499999999993,1.2966556464252055,1.2948896060092185,1.2925325832898091,1.2901686167813382,1.287920740974918,1.2858629419402117,1.2840319952081698,1.2824398237960704,1.2875492372957127,0,0,1.3019610317905181,86233,85776.8
2012-10-25T04:00:00+07:00,1.2973400000000002,1.3023,1.2926900000000001,1.29326,1.3017633333333334,1.3007486666666626,1.3017633333333334,1.3007486666666626,1.299013432279273,1.3007035947021517,1.2969130000000013,1.2827542000000027,1.2605663999999999,1.2712982666666697,1.2834322499999997,1.289545080000003,1.3034105999999992,1.3366369750000016,1.3420295800000026,1.3400892833333324,1.2963469512956414,1.294764251700817,1.292579513400144,1.2903403602934862,1.2881811926346782,1.2861845531602025,1.2843938777490258,1.2828262586604964,1.287606060805208,0,0,1.2990701389765598,83992,84474.75
2012-10-26T04:00:00+07:00,1.29326,1.2956100000000002,1.28824,1.2940500000000001,1.301668888888889,1.301427111111107,1.301668888888889,1.301427111111107,1.2980207458234185,1.3001240757617218,1.2973345000000012,1.2839752000000026,1.2609924,1.2710320666666697,1.2834382999999994,1.2892191200000032,1.302992866666666,1.3362662750000016,1.3419681200000024,1.3401390833333324,1.2961381375414922,1.2947093092622928,1.2926743835033607,1.2905464513882925,1.2884674759207915,1.286526529109759,1.2847725492098483,1.2832271065654786,1.2876701796031662,0,0,1.2972719620165643,90466,83195.4
2012-10-29T04:00:00+07:00,1.2940500000000001,1.2945600000000002,1.28851,1.29028,1.3000011111111112,1.3013826666666628,1.3000011111111112,1.3013826666666628,1.296472596658735,1.2990376606093776,1.2974120000000013,1.2850932000000026,1.2614131,1.270754000000003,1.2833839999999994,1.288927040000003,1.3025945666666656,1.3359340750000015,1.3419239200000026,1.3401903333333325,1.2956055795831747,1.2943685931651934,1.2925199071483051,1.2905316485333873,1.2885558917295334,1.286689723496291,1.2849885276722073,1.2834789956167114,1.2876961479653237,0,0,1.2946350502815047,56113,81309.35
2012-10-30T04:00:00+07:00,1.29028,1.29836,1.28861,1.29585,1.29822,1.3007304444444405,1.29822,1.3007304444444405,1.296348077326988,1.2980613284875027,1.2976025000000013,1.2860706000000028,1.2618686,1.2705714000000028,1.2833454499999994,1.288694800000003,1.3022482666666657,1.3355901250000017,1.3419192000000029,1.3402294499999992,1.2956277996210679,1.2944825475371016,1.2927347518484145,1.2908271125037547,1.2889117018890683,1.2870879963877566,1.2854144677634933,1.2839208172018288,1.28777728082139,0,0,1.2947784247598062,54319,79913.8
2012-10-31T04:00:00+07:00,1.29585,1.30204,1.29465,1.29584,1.29702,1.2997346666666627,1.29702,1.2997346666666627,1.2962464618615903,1.2972202627900025,1.2978675000000015,1.2869342000000028,1.2622702999999997,1.2704494666666697,1.2832720999999996,1.288493400000003,1.3018683999999991,1.3351993250000016,1.3418833000000028,1.3402653333333325,1.2956470905646071,1.2945869669573244,1.2929350904388393,1.2911056062535462,1.2892496676505771,1.2874685182839412,1.285823312164925,1.2843465023017635,1.2878575068828688,0,0,1.2949094474355267,79479,79739.5
2012-11-01T04:00:00+07:00,1.29584,1.2982500000000001,1.29248,1.29419,1.2961322222222222,1.2986084444444406,1.2961322222222222,1.2986084444444406,1.2958351694892722,1.2965846102320024,1.2974905000000014,1.287694200000003,1.2625798999999995,1.2703673333333365,1.2831888999999992,1.2882874000000029,1.3015553333333325,1.3347968750000019,1.3418299600000025,1.340263999999999,1.2955146277860066,1.2945564310375302,1.2930160523460108,1.2912769614616826,1.2894906594725002,1.287760756619422,1.286151417570222,1.2846980557909862,1.2879205167646313,0,0,1.2944365240505669,74075,78730.25
2012-11-02T04:00:00+07:00,1.29419,1.29506,1.2821200000000001,1.28382,1.2936844444444444,1.2970115555555517,1.2936844444444444,1.2970115555555517,1.2934321355914178,1.2956668881856022,1.2965160000000013,1.2883476000000027,1.2627839999999997,1.270198600000003,1.2830007499999994,1.2880186400000029,1.3012803666666657,1.3343698250000018,1.3417154200000025,1.3402489833333324,1.2944514798054605,1.2937305517269508,1.2924227586462682,1.2908626858249224,1.2892140419372562,1.2875894193750994,1.2860599894302134,1.2846666966555937,1.2878797156027941,0,0,1.29039079212217,93551,79162.3
2012-11-05T05:00:00+07:00,1.28382,1.28424,1.2767300000000001,1.2795100000000001,1.2915711111111112,1.2953255555555516,1.2915711111111112,1.2953255555555516,1.2906477084731343,1.2945019105484818,1.2956505000000011,1.2889446000000029,1.2630035999999998,1.269991800000003,1.2828267499999992,1.287741240000003,1.300985566666666,1.3339239000000014,1.3416130200000025,1.3402245166666658,1.2930931634595095,1.29263666313257,1.2915896774432831,1.2902319810568712,1.288740674037878,1.2872381402718343,1.2858031270996169,1.284482528917894,1.2877964348505275,0,0,1.2859870920031091,75576,79605.95
2012-11-06T05:00:00+07:00,1.2795100000000001,1.28265,1.27634,1.2813700000000001,1.2897966666666667,1.2936408888888848,1.2897966666666667,1.2936408888888848,1.2887921667785074,1.2929907284387858,1.2953025000000014,1.2894466000000029,1.2631324999999998,1.2698133333333363,1.282692299999999,1.287465040000003,1.300697566666666,1.3334664250000015,1.3415234800000027,1.3402136666666657,1.2920274213268268,1.291769996737757,1.2909303434146842,1.2897396487759338,1.2883811289628595,1.2869830037382763,1.2856292789780632,1.2843713671708263,1.2877324902251492,0,0,1.2835792402467858,79701,78982.6
2012-11-07T05:00:00+07:00,1.2813700000000001,1.28763,1.27363,1.27708,1.2879988888888887,1.2918366666666627,1.2879988888888887,1.2918366666666627,1.286449733422806,1.291031382751029,1.2947960000000012,1.2899330000000029,1.2631980999999997,1.2695880000000033,1.2824978499999993,1.287236680000003,1.3003698333333327,1.3329624750000013,1.3414250800000025,1.3402166666666657,1.2906685648425698,1.2906399969886988,1.2900367728718014,1.2890363349550487,1.2878298543793054,1.2865524383583513,1.2852940131357862,1.2841109612004398,1.2876264952975358,0,0,1.2804054455128677,113764,80437.4
2012-11-08T05:00:00+07:00,1.27708,1.27804,1.2717,1.27469,1.2858477777777777,1.2897797777777738,1.2858477777777777,1.2897797777777738,1.2840977867382448,1.2886839062008235,1.2938965000000013,1.2904186000000026,1.2634076999999997,1.26929446666667,1.2822998499999991,1.2869974000000028,1.2999933666666659,1.3324436500000012,1.3413268800000024,1.3401924333333324,1.2892159680386999,1.2894130741434142,1.2890466584929756,1.2882393163464347,1.2871888858729978,1.2860366801688579,1.2848781694834024,1.283774498300424,1.2874977739512916,0,0,1.2773807990626453,94854,80908.05
